DATE,LONG CORRECT,SHORT CORRECT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-09-24,14,50,50,50,0.9,268,192
2019-09-25,41,30,50,50,0.93,282,215
2019-09-26,23,41,49,50,0.898989898989899,223,166
2019-09-29,13,35,50,50,0.85,274,185
2019-09-30,31,36,45,50,0.9368421052631579,392,276
2019-10-01,19,48,50,50,0.78,414,358
2019-10-02,14,48,44,50,1.0,369,275
2019-10-03,40,21,50,50,0.83,221,145
2019-10-06,35,24,48,50,0.9285714285714286,285,165
2019-10-07,23,42,50,50,0.97,404,329
2019-10-08,26,31,50,50,0.89,283,196
2019-10-09,30,28,50,49,0.898989898989899,331,253
2019-10-10,45,19,50,49,0.898989898989899,423,313
2019-10-13,29,28,50,50,0.82,251,176
2019-10-14,26,32,41,50,1.0,346,236
2019-10-15,36,20,50,50,0.89,297,188
2019-10-16,36,17,50,50,0.92,337,217
2019-10-17,33,31,50,50,0.86,296,201
2019-10-20,41,31,50,50,0.96,464,287
2019-10-21,24,26,50,50,0.93,328,253
2019-10-22,35,28,50,49,0.9494949494949495,469,332
2019-10-23,39,18,50,50,0.94,433,329
2019-10-24,25,42,50,50,0.91,347,229
2019-10-27,43,25,50,50,0.91,456,236
2019-10-28,35,29,50,50,0.97,462,280
2019-10-29,38,30,50,50,0.96,405,336
2019-10-30,34,36,50,50,0.94,391,332
2019-10-31,37,31,50,50,0.91,348,221
2019-11-03,47,14,50,50,0.91,496,290
2019-11-04,43,32,50,50,0.96,544,324
2019-11-05,28,35,50,50,0.96,466,339
2019-11-06,33,27,50,50,0.9,561,389
2019-11-07,26,46,50,50,0.94,335,213
2019-11-10,29,33,50,50,0.91,279,166
2019-11-11,33,39,50,50,0.9,407,279
2019-11-12,28,39,50,50,0.82,367,293
2019-11-13,33,33,50,50,0.93,326,185
2019-11-14,37,23,49,50,0.8585858585858586,320,171
2019-11-17,33,24,50,50,0.85,353,218
2019-11-18,32,39,50,50,0.69,343,226
2019-11-19,21,42,50,50,0.91,315,211
2019-11-20,39,31,50,49,0.8787878787878788,291,210
2019-11-21,31,28,50,50,0.83,215,146
2019-11-24,32,16,50,50,0.95,302,180
2019-11-25,44,18,50,50,0.86,317,184
2019-11-26,36,27,50,50,0.67,241,101
2019-11-28,19,27,31,50,0.7283950617283951,162,68
2019-12-01,7,26,20,48,1.2352941176470589,298,202
2019-12-02,17,48,47,50,0.8762886597938144,328,261
2019-12-03,39,16,50,50,0.95,281,202
2019-12-04,38,19,50,50,0.93,270,177
2019-12-05,41,29,50,50,0.91,397,215
2019-12-08,35,14,50,50,0.92,258,154
2019-12-09,28,32,50,50,0.91,347,195
2019-12-10,39,35,50,50,0.85,319,192
2019-12-11,39,27,49,50,0.8888888888888888,481,283
2019-12-12,41,16,50,50,0.85,349,172
2019-12-15,34,27,50,50,0.89,388,262
2019-12-16,37,25,50,50,0.9,380,188
2019-12-17,31,25,50,50,0.83,377,191
2019-12-18,34,25,50,50,0.89,303,170
2019-12-19,37,12,50,50,0.91,364,155
2019-12-22,33,23,50,50,0.93,284,132
2019-12-23,36,23,50,49,0.6363636363636364,123,87
2019-12-25,40,13,50,34,0.7380952380952381,115,68
2019-12-26,24,12,32,35,0.6716417910447762,238,54
2019-12-29,10,17,18,35,0.8301886792452831,143,49
2019-12-30,11,16,24,25,1.0,100,55
2020-01-01,20,6,24,31,1.7454545454545454,238,168
2020-01-02,11,36,50,50,0.86,273,180
2020-01-05,21,38,50,50,0.91,295,197
2020-01-06,39,26,50,50,0.95,280,200
2020-01-07,30,27,50,50,0.93,307,224
2020-01-08,33,38,50,50,0.83,449,224
2020-01-09,32,30,50,50,0.89,336,184
2020-01-12,23,32,50,50,0.95,319,218
2020-01-13,36,32,50,50,0.91,279,195
2020-01-14,36,30,50,50,0.88,362,169
2020-01-15,40,23,50,50,0.95,437,196
2020-01-16,40,17,50,50,0.87,477,152
2020-01-20,24,32,50,50,0.9,575,259
2020-01-21,34,38,50,50,0.9,577,212
2020-01-22,27,38,50,50,0.97,393,231
2020-01-23,32,25,50,50,0.88,447,189
2020-01-26,11,48,50,50,0.94,503,347
2020-01-27,29,27,50,50,0.96,439,265
2020-01-28,32,21,50,50,0.9,375,259
2020-01-29,17,44,50,50,0.92,428,311
2020-01-30,31,27,50,50,0.91,413,277
2020-02-02,18,45,50,50,0.97,390,251
2020-02-03,37,15,50,50,0.96,456,318
2020-02-04,31,14,50,50,0.97,467,296
2020-02-05,37,28,50,50,0.92,450,274
2020-02-06,21,39,50,50,0.89,234,185
2020-02-09,23,42,50,50,0.93,383,231
2020-02-10,42,24,50,50,0.9,460,229
2020-02-11,35,14,50,50,0.9,485,278
2020-02-12,32,32,50,50,0.85,394,259
2020-02-13,35,28,50,50,0.91,364,205
2020-02-17,23,33,50,49,0.8888888888888888,507,298
2020-02-18,33,32,50,50,0.87,470,254
2020-02-19,28,31,50,50,0.85,488,320
2020-02-20,26,31,50,50,0.88,406,251
2020-02-23,10,49,50,50,0.85,484,399
2020-02-24,29,35,50,50,0.84,470,400
2020-02-25,8,47,50,50,0.88,448,329
2020-02-26,7,46,50,50,0.89,835,764
2020-02-27,14,48,50,49,0.9393939393939394,986,915
2020-03-01,35,5,50,50,0.92,391,288
2020-03-02,46,15,50,50,0.84,410,302
2020-03-03,27,38,50,50,0.9,436,351
2020-03-04,26,40,50,50,0.94,547,463
2020-03-05,12,46,50,50,0.8,824,759
2020-03-08,4,49,42,50,1.0543478260869565,546,391
2020-03-09,35,23,50,50,0.94,565,417
2020-03-10,22,39,50,50,0.95,808,724
2020-03-11,6,50,50,50,0.8,1806,1753
2020-03-12,24,16,41,50,1.043956043956044,593,477
2020-03-15,0,42,50,50,0.96,686,582
2020-03-16,37,23,50,50,0.99,614,491
2020-03-17,20,46,50,50,0.97,526,356
2020-03-18,26,37,49,50,0.9494949494949495,1070,930
2020-03-19,40,16,50,50,0.95,410,349
2020-03-22,8,40,50,50,0.91,884,765
2020-03-23,45,21,50,50,0.95,505,391
2020-03-24,42,9,50,50,0.97,401,323
2020-03-25,41,14,50,50,0.99,481,413
2020-03-26,34,21,50,50,0.93,543,487
2020-03-29,27,19,50,50,0.95,470,369
2020-03-30,37,24,50,50,0.97,471,372
2020-03-31,16,41,50,50,0.86,567,490
2020-04-01,15,25,50,50,0.93,430,348
2020-04-02,30,19,50,50,0.93,388,316
2020-04-05,39,13,48,50,0.8979591836734694,575,487
2020-04-06,50,3,50,50,0.83,573,478
2020-04-07,12,40,50,50,0.89,504,426
2020-04-08,49,1,50,50,0.94,547,434
2020-04-12,37,33,50,50,0.95,540,442
2020-04-13,34,33,50,50,0.95,505,377
2020-04-14,20,41,50,50,0.95,666,570
2020-04-15,31,21,50,50,0.87,439,331
2020-04-16,41,25,50,50,0.96,502,439
2020-04-19,22,33,50,50,0.96,440,319
2020-04-20,17,39,50,50,0.84,532,423
2020-04-21,39,9,50,50,0.98,434,335
2020-04-22,37,32,50,50,0.85,439,350
2020-04-23,33,25,50,50,0.89,322,255
2020-04-26,31,20,50,50,0.98,553,400
2020-04-27,48,10,50,50,0.95,488,341
2020-04-28,45,15,50,50,0.97,614,500
2020-04-29,35,29,50,50,0.98,629,509
2020-04-30,15,44,50,50,0.91,544,464
2020-05-03,18,42,50,50,0.95,487,341
2020-05-04,47,15,50,50,0.93,556,442
2020-05-05,24,33,50,50,0.93,506,418
2020-05-06,34,37,50,50,0.98,676,586
2020-05-07,43,25,50,50,0.87,472,385
2020-05-10,32,19,50,50,0.98,513,387
2020-05-11,37,32,50,50,0.87,423,257
2020-05-12,14,46,50,50,0.93,538,436
2020-05-13,10,49,50,50,0.94,475,393
2020-05-14,38,18,50,50,0.95,343,259
2020-05-17,49,5,50,50,0.97,589,466
2020-05-18,46,12,50,50,0.95,311,232
2020-05-19,36,17,50,50,0.94,398,316
2020-05-20,38,22,50,50,0.9,264,177
2020-05-21,29,31,50,50,0.82,189,128
2020-05-25,43,7,50,50,0.84,590,470
2020-05-26,39,30,50,50,0.87,451,357
2020-05-27,37,25,50,50,0.92,339,225
2020-05-28,27,33,50,50,0.87,241,155
2020-05-31,30,24,50,50,0.89,386,296
2020-06-01,42,16,50,50,0.96,277,178
2020-06-02,48,6,50,50,0.86,565,455
2020-06-03,36,24,50,50,0.93,351,260
2020-06-04,48,11,50,50,0.9,672,567
2020-06-07,34,13,50,50,0.85,510,395
2020-06-08,22,28,50,50,0.91,475,385
