date,EW-L,EW-S,EW-LS,VW-L,VW-S,VW-LS
2019-05-17,12.108743654604904,-6.92945352448955,5.179290130115354,17.00355854797443,-9.131093863612184,7.872464684362238
2019-05-20,11.460879695536443,-5.712218179953916,5.748661515582527,16.815482541950484,-9.251848883670522,7.563633658279957
2019-05-21,13.945403652645783,-5.729340458881109,8.216063193764672,17.816197869549043,-9.815728631488884,8.000469238060154
2019-05-22,13.45809047979725,-6.715556163128395,6.742534316668854,17.980233152740258,-9.1135971011048,8.866636051635455
2019-05-23,11.171097960679754,-6.6974748320770106,4.473623128602743,15.512682667917746,-8.25175571622912,7.2609269516886235
2019-05-24,10.726761778000762,-6.656810572223278,4.069951205777484,16.15880520339218,-8.29076003545349,7.868045167938689
2019-05-28,10.982956622453655,-6.797963769528417,4.184992852925236,16.739715217798377,-8.332577551504762,8.407137666293613
2019-05-29,9.631767107414799,-3.4755172346933065,6.15624987272149,15.470324937201566,-6.555373786824924,8.914951150376638
2019-05-30,9.870428859939711,-3.412919372264385,6.457509487675324,15.907501245017352,-7.0670991803784835,8.840402064638866
2019-05-31,8.826546325381344,-2.2489531892274073,6.577593136153934,14.217060706011713,-6.342227628862814,7.874833077148896
2019-06-03,8.502027324443878,-2.3425639597078955,6.15946336473598,14.312684288046611,-5.418582074323781,8.894102213722826
2019-06-04,10.017921822798858,-2.3636455246013046,7.654276298197551,15.123803884216592,-6.605057782582557,8.51874610163403
2019-06-05,14.050544323771327,-4.72781167725108,9.322732646520246,14.677654689150524,-8.878711342234661,5.798943346915859
2019-06-06,12.16295296155016,-4.863829206929901,7.2991237546202585,14.37116415030864,-7.586307171716013,6.784856978592623
2019-06-07,14.06848794748123,-4.844224504595246,9.224263442885986,14.971862632561312,-8.74014549024175,6.231717142319558
2019-06-10,15.583084379583678,-5.840899655246034,9.742184724337646,18.3719411834461,-9.77595399220023,8.595987191245863
2019-06-11,15.91316286477823,-6.870205521686003,9.042957343092226,18.730287990629346,-10.424192520211701,8.306095470417638
2019-06-12,14.903769605884184,-7.025235888058111,7.878533717826072,18.254902420328392,-10.495622031614124,7.759280388714264
2019-06-13,15.549962203802842,-6.924807176721124,8.625155027081716,19.359799431188506,-10.650342537037309,8.709456894151192
2019-06-14,16.68576558776736,-6.740735967435861,9.945029620331496,18.95085127975613,-10.275565227832313,8.675286051923809
2019-06-17,15.96775612099221,-5.7432192129110025,10.224536908081207,19.002547013356477,-9.748881913543697,9.253665099812775
2019-06-18,15.582554033022495,-7.280005982974208,8.302548050048287,19.72092273892913,-10.838147678364498,8.882775060564628
2019-06-19,16.32802236231448,-8.015255474227345,8.312766888087138,20.883180504446674,-13.574497819336262,7.3086826851104085
2019-06-20,17.88473943862689,-9.82757574964303,8.057163688983861,21.93115653732873,-16.007590913444567,5.923565623884156
2019-06-21,17.606998094805892,-10.83850805562014,6.768490039185752,22.163743134277702,-16.955810730063238,5.207932404214461
2019-06-24,18.284986264085017,-12.40394793790241,5.8810383261826065,21.905249403311842,-16.795432237859867,5.109817165451975
2019-06-25,16.484557454339733,-12.141484883138245,4.343072571201488,21.26771030470687,-16.453560823540858,4.814149481166012
2019-06-26,15.588016305436037,-12.424793608749862,3.1632226966861765,21.285159909358164,-15.87369347438901,5.4114664349691575
2019-06-27,16.22754025391299,-12.737186415510457,3.4903538384025388,22.010914847655165,-16.698429106167715,5.312485741487456
2019-06-28,17.58791136415553,-13.784922827876944,3.8029885362785896,22.039254281982345,-16.61545423766934,5.423800044313012
2019-07-01,19.50809446554807,-15.782235782166445,3.7258586833816283,24.41628626960837,-18.220192471307463,6.196093798300914
2019-07-02,18.56061605943423,-14.524170209385073,4.036445850049162,23.984470500723276,-17.28476354408452,6.699706956638761
2019-07-03,18.693872291042936,-14.087605941832454,4.606266349210485,24.383691148779967,-16.857675702299222,7.526015446480749
