DATE,EARNING LONG,INVESTMENT LONG,EARNING SHORT,INVESTMENT SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-02-07,9904.081022268028,10000.0,9931.173790822293,10000.0,50,50,0.82,279,279
2019-02-08,10092.469510134106,10000.0,10076.482002404568,10000.0,50,50,0.8,185,185
2019-02-11,10106.585380051198,10000.0,10070.046757530125,10000.0,50,50,0.84,233,233
2019-02-12,10084.520469657078,10000.0,10036.481654406976,10000.0,50,50,0.82,214,214
2019-02-13,9970.757468154165,10000.0,9957.557836622678,10000.0,50,50,0.83,272,272
2019-02-14,10078.693806124993,10000.0,10180.596017730275,10000.0,50,50,0.77,392,392
2019-02-15,10027.58054779124,10000.0,10144.472490354081,10000.0,50,50,0.83,276,276
2019-02-19,10065.098093742292,10000.0,10075.936582692557,10000.0,50,50,0.96,266,266
2019-02-20,9956.53568406052,10000.0,10034.63878024786,10000.0,50,50,0.87,287,287
2019-02-21,9955.894589945854,10000.0,9981.430197142372,10000.0,50,50,0.85,311,311
2019-02-22,10157.357475254401,10000.000000000007,10138.65984870756,10000.0,49,50,0.8585858585858586,237,237
2019-02-25,9926.369710926218,10000.0,9959.282661316493,10000.0,50,50,0.87,236,236
2019-02-26,9922.39152060923,10000.0,9946.959355990703,10000.0,50,50,0.89,271,271
2019-02-27,9961.506978864123,10000.0,10036.877983245635,10000.0,50,50,0.8,253,253
2019-02-28,10015.930087173807,10000.0,9914.239875505125,10000.0,50,50,0.78,271,271
2019-03-01,10174.07411569449,10000.0,10111.762778712196,10000.000000000007,50,49,0.8383838383838383,216,216
2019-03-04,9918.561713006236,10000.0,9797.77710564555,10000.0,50,50,0.77,228,228
2019-03-05,9919.6253652658,10000.0,10038.52952442633,10000.0,50,50,0.81,218,218
2019-03-06,9904.84861391356,10000.0,10012.88972462544,10000.0,50,50,0.74,242,242
2019-03-07,9962.574854314174,10000.0,9880.60666780523,10000.0,50,50,0.74,228,228
2019-03-08,9999.096399149315,10000.0,10152.062951845635,10000.0,50,50,0.72,181,181
2019-03-11,10110.525618115615,10000.0,10332.533264959098,10000.0,50,50,0.77,194,194
2019-03-12,10029.857050660294,10000.0,10058.769159542848,10000.0,50,50,0.77,194,194
2019-03-13,9992.849115962761,10000.0,10061.080281175744,10000.0,50,50,0.71,171,171
2019-03-14,9993.774579969062,10000.0,10014.287634474738,10000.0,50,50,0.79,169,169
2019-03-15,10082.71723388586,10000.0,10104.104811159925,10000.000000000007,50,49,0.7272727272727273,188,188
