DATE,LONG CORRECT,SHORT CORRECT,EARNING LONG,INVESTMENT LONG,EARNING SHORT,INVESTMENT SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2019-08-29,43,21,2357.940063477,2327.857362032,2655.5499778988,2741.6900176402996,50,50,0.69,153,79
2019-09-02,5,45,1422.2060873509,1446.6297571659,2244.7699874642008,2309.0299916267,24,50,1.2027027027027026,341,211
2019-09-03,35,18,3459.3175117968995,3427.482501625901,2709.8900231122,2666.3099865915005,50,50,0.97,400,192
2019-09-04,46,16,2270.0693413614995,2212.4911977051,2834.8913673160982,2827.797347367,50,50,0.82,457,289
2019-09-05,43,35,2244.9664181471003,2189.1360951662004,2703.3699694868988,2736.8200258016996,50,50,0.95,269,142
2019-09-08,28,13,3781.7285062672,3769.5406514404995,1922.5676226616,1907.6097069976004,50,50,0.97,353,189
2019-09-09,37,31,3630.6709783074,3597.806823968901,4202.617771864001,4345.020862817499,50,50,0.77,346,195
2019-09-10,43,31,3392.903329849299,3328.0766525269005,4761.0850656031,4944.234995126598,50,50,0.9,290,164
2019-09-11,47,22,3553.3549890518993,3476.0475072863005,3398.9028666018,3388.6820671557994,50,50,0.92,331,158
2019-09-12,29,24,4006.6066808701994,3998.293334722601,2490.899985671,2500.4199997188007,50,50,0.96,276,115
2019-09-15,32,45,4265.0584389268,4192.314530730301,2941.0065660478,2971.7492322922,50,50,0.96,336,192
2019-09-16,33,29,3651.6799972061003,3560.079994082599,3281.0484876634,3303.4857692713003,50,50,0.89,305,183
2019-09-17,38,45,2718.5435309411005,2682.9995460509003,2490.209980964601,2572.4100103383016,50,50,0.75,226,129
2019-09-18,22,29,3881.3100686668,3860.6349535582995,3396.3110373020986,3413.518258094698,35,50,1.0941176470588236,218,127
2019-09-19,34,34,4488.23116529,4464.8837747578,2683.9944708049006,2744.1373136935,50,50,0.87,165,101
2019-09-22,27,36,3642.634306192601,3635.6854304075996,2770.9451290787,2806.2991618005008,50,46,0.9583333333333334,292,150
2019-09-23,44,23,3418.834978341801,3365.9328367111993,3118.0062854291004,3120.3584537505994,50,50,0.79,312,189
2019-09-24,14,46,2490.0233644844,2482.9016421439,3806.7235653702005,3926.8503065407012,32,50,1.1341463414634145,268,144
2019-09-25,39,27,4631.4899351598,4588.8174599406,2662.4400124551003,2661.1699870827006,50,50,0.82,282,160
2019-09-26,18,42,2831.9653685091007,2824.67918396,2490.0117704866993,2533.919658064701,36,50,0.9767441860465116,223,127
2019-09-29,16,43,3334.3672866816996,3355.3551366327993,3638.0580186844,3735.8775254486,35,50,0.9294117647058824,274,145
2019-09-30,30,34,2959.559816360699,2926.9840954540005,1166.0699894427999,1170.6400004626,43,50,0.978494623655914,392,226
2019-10-01,18,49,3410.9995853900996,3448.6223609448,2938.3469233512997,3068.8556728361,50,50,0.8,414,323
2019-10-02,17,44,2215.8770086168997,2229.5746470688,2492.3817362785994,2533.969113230599,34,50,1.130952380952381,369,213
2019-10-03,47,21,4307.817981243201,4194.5499902071,2981.5710829498994,2959.2165591712997,50,50,0.69,221,116
2019-10-06,21,26,2356.3299956321002,2299.9800243374,2141.4933340548005,2144.1533277036997,28,50,1.0512820512820513,285,124
2019-10-07,22,38,2037.9119022489997,2029.881240785,3017.500976324101,3068.8288636205,38,50,0.9318181818181818,404,301
2019-10-08,24,32,2742.6566491129997,2742.8199701311005,4125.297232151301,4182.3588900567,40,50,1.0666666666666667,283,164
2019-10-09,30,16,4295.038346528901,4272.560805797801,6158.1499313117,6148.8499017956,50,50,0.9,331,211
2019-10-10,48,17,3322.8832862380004,3234.4399466516,2389.1999843418002,2333.4399927552,50,50,0.92,423,285
2019-10-13,28,30,3784.6740219594003,3777.4157651666,2177.8156725761996,2195.1512902380005,50,46,0.8020833333333334,251,116
2019-10-14,16,31,1730.6916813854,1713.2791686058997,2937.5047171117,2933.5116863254,27,50,1.1948051948051948,346,182
2019-10-15,37,21,3500.0000071529003,3475.4449970721,2496.7013959287997,2493.2198603150005,50,50,0.93,297,143
2019-10-16,42,22,4365.807469606701,4331.940809369001,4678.3458989856,4682.902250051199,50,50,0.85,337,161
2019-10-17,38,26,3413.347496151901,3369.7975195052004,3510.8754110334,3529.5565032956993,50,50,0.86,296,158
2019-10-20,37,24,4525.826005935502,4468.6400132174995,4961.5700254439,4966.5100069044,46,50,0.96875,464,199
2019-10-21,44,29,3563.4445090892004,3533.6651945414,3454.380825281201,3483.9782042502998,50,50,0.93,328,172
2019-10-22,35,29,3818.846725940799,3835.6855521202997,2634.1806849241,2674.522979736201,50,49,0.9696969696969697,469,227
2019-10-23,39,24,1712.8000037667998,1691.5600016119,3347.0975322721993,3345.4875106813997,50,50,0.94,433,259
2019-10-24,32,37,4452.0609884261,4411.0333580971,2423.2518303393013,2465.8309226035,50,50,0.95,347,181
2019-10-27,34,22,2501.7650074958,2454.6700109243,3442.467242002401,3440.2180970906,50,50,0.9,456,177
2019-10-28,35,35,4463.7616629602,4406.7849824426985,2571.8757590646,2621.9123048785996,50,50,0.96,462,187
2019-10-29,38,23,5911.480662584098,5866.2078938482,2857.5600321294,2837.4600107667993,50,50,0.92,405,227
2019-10-30,31,36,4495.407199620999,4490.380598544601,1969.8606586456997,2007.9329929353,50,50,0.93,391,236
2019-10-31,35,24,4051.3815536502,3989.864231705899,2007.6399941442996,2002.8900115490994,50,49,0.9292929292929293,348,172
2019-11-03,50,16,2349.8199958799996,2258.5300030709004,2761.1994191411004,2730.7135399580006,50,50,0.84,496,238
2019-11-04,46,31,2551.0209581854,2514.7911497353007,4164.1048989293995,4186.7317303419,50,50,0.99,544,251
2019-11-05,27,28,5239.920010089902,5213.0899965761,2478.6999897960004,2495.5899877547995,50,50,0.94,466,234
2019-11-06,32,24,7410.000058770301,7289.3798711893005,1254.92852968,1241.2260731465,50,50,0.95,561,302
2019-11-07,19,37,2154.0350809094,2159.0719126465,1307.8689280156,1342.4578567743001,50,50,0.94,335,180
2019-11-10,33,32,3469.0500113963985,3439.1299886705015,3032.4999988079,3027.4899920821003,50,50,0.92,279,135
2019-11-11,35,35,4048.3173593584006,4011.2259632347004,2000.3315833804,2015.6311738489,50,50,0.91,407,186
2019-11-12,27,33,2616.0769969522003,2594.6609837413002,1258.7214627265,1271.7087169886,50,50,0.85,367,204
2019-11-13,31,30,2956.5203849075997,2940.1081388000007,1883.5849813817,1902.8849787712006,50,49,0.8787878787878788,326,140
2019-11-14,33,25,2740.559990749,2706.6333338321,2467.3499127625,2467.2293525934006,42,50,0.9565217391304348,320,127
2019-11-17,34,18,5133.355842113299,5051.1650247573,2999.8299740849993,2970.0999851075,50,50,0.83,353,185
2019-11-18,34,38,4440.410479247499,4398.8274996579,1862.2849998476004,1885.5183293817001,50,50,0.72,343,196
2019-11-19,25,44,3624.5949024259985,3611.2582133413985,2152.4726041996996,2181.1492715961995,50,50,0.93,315,156
2019-11-20,36,28,3856.7399948833004,3816.5075299738005,2569.4955281618995,2594.1134285918993,50,50,0.82,291,171
2019-11-21,23,26,1802.7699691650996,1790.1500076057998,3638.949477434401,3665.4940391181003,36,50,0.8604651162790697,215,121
