DATE,LONG CORRECT,SHORT CORRECT,EARNING LONG,EARNING SHORT,NUMBER LONG,NUMBER SHORT,TURNOVER %,TOTAL FIRMS WITH ARTS,HEADLINES WITH SENTIMENT WORDS
2020-04-16,44,28,170.27106642689995,-30.725008398600014,50,50,0.96,502,411
2020-04-19,17,39,-8.326025247400015,56.02827835059999,50,50,0.97,440,279
2020-04-20,13,29,-74.45927357619993,41.03296011680002,50,50,0.87,532,364
2020-04-21,37,14,38.38001969439995,-29.88559055330002,50,50,0.93,434,285
2020-04-22,46,30,43.84747231059996,5.704850196600016,50,50,0.86,439,278
2020-04-23,42,25,53.48003220519995,-3.336535930700068,50,50,0.97,322,211
2020-04-26,36,17,60.11086225500007,-189.75343024710003,50,50,0.98,553,334
2020-04-27,50,4,184.4313751458,-85.88590967640008,50,50,0.88,488,255
2020-04-28,50,15,62.68531858939997,7.830818891399989,50,50,0.85,614,445
2020-04-29,33,25,12.650019049699985,33.1133399007,50,50,0.99,629,401
2020-04-30,11,44,-90.49828338679998,94.18393045680001,50,49,0.9595959595959596,544,435
2020-05-03,16,47,-20.180011391699992,85.32833182789999,50,50,0.91,487,280
2020-05-04,40,10,113.19999384849999,-52.971383452399984,50,50,0.93,556,348
2020-05-05,38,33,49.911545932199964,47.352962553199994,50,50,0.98,506,338
2020-05-06,23,32,-8.161021232500012,39.31126713760001,50,50,0.95,676,441
2020-05-07,42,17,87.78750288470009,-22.429994791300018,50,50,0.94,472,334
2020-05-10,34,21,36.35694134249995,25.633935809000004,50,50,0.97,513,318
2020-05-11,35,31,91.46552139559992,9.512891530899992,50,50,0.93,423,212
2020-05-12,12,45,-94.84537720729989,105.79999148780001,50,50,0.95,538,387
2020-05-13,8,48,-78.50747227680003,69.44000604729999,50,50,0.95,475,330
2020-05-14,49,19,88.54000669690001,3.658536493799965,50,50,0.93,343,222
2020-05-17,48,1,204.4299559589,-119.61787080799999,50,50,0.94,589,441
2020-05-18,44,14,55.7837787274,-7.415949196100009,50,50,0.98,311,192
2020-05-19,36,20,84.31999748979995,-121.1201177835,50,50,0.94,398,289
2020-05-20,43,27,33.88797616959998,-35.63080900940007,50,50,0.9,264,153
2020-05-21,31,35,56.28106594070006,18.034751415199953,50,50,0.83,189,99
2020-05-25,42,8,245.04035615899997,-68.56613206899996,50,48,0.8673469387755102,590,435
2020-05-26,46,27,74.00709080699995,45.41806447479999,50,42,0.8152173913043478,451,304
2020-05-27,48,27,54.73496389399998,26.39994549760012,50,50,0.9,339,183
2020-05-28,24,33,41.32573008509991,30.090017378699986,50,50,0.82,241,101
2020-05-31,24,26,51.53996682130006,7.315704345599893,41,50,1.054945054945055,386,250
2020-06-01,50,10,86.63323533519997,-34.528450310500006,50,50,0.89,277,157
2020-06-02,45,5,94.02415648079997,-58.9800269601,50,48,0.9081632653061225,565,417
2020-06-03,40,26,64.56399047350003,20.2419286368,50,50,0.93,351,213
2020-06-04,50,23,199.7058025599,-8.343294262700056,50,50,0.92,672,545
2020-06-07,36,8,60.036121606799995,-41.851861119099986,50,50,0.77,510,339
2020-06-08,25,35,32.40587413349998,8.762496591199962,50,50,0.89,475,353
